transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns
VS_0374,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Glovo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0375,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Uber,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0376,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Talabat,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19
VS_0377,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Chowdeck,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0378,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0379,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Deliveroo,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0380,volume,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Moniepoint,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17
VS_0381,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0382,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0383,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0384,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0385,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0386,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0387,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0388,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0389,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0390,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0391,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0392,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0393,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0394,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0395,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0396,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0397,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0398,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0399,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0400,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0401,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0402,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0403,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0404,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0405,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0406,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0407,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0408,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0409,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0410,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0411,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0412,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0413,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0414,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0415,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0416,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0417,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0418,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0419,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0420,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0421,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0422,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0423,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0424,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0425,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0426,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0427,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0428,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0429,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0430,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0431,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0432,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0433,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0434,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0435,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0436,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0437,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0438,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0439,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0440,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0441,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0442,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0443,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0444,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Kuda,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0445,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0446,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0447,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0448,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0449,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0450,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/Moniepoint,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0451,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0452,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0453,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0454,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0455,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Mashreq Neo,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0456,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0457,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0458,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0459,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/OPay,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0460,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Absa Kenya,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0461,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0462,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0463,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/Equity Bank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0464,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/Emirates NBD,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0465,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0466,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/NCBA,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0467,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/RAKBANK,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0468,volume,RESOLVED_SUPPORT,account_access_resolved,Nigeria/GTBank,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0469,volume,RESOLVED_SUPPORT,account_access_resolved,Kenya/KCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,23
VS_0470,volume,RESOLVED_SUPPORT,account_access_resolved,Gulf/UAE/ADCB,resolved,frustrated -> relieved,neutral_positive_throughout,account_access,25
VS_0471,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0472,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/NCBA,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0473,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Mashreq Neo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0474,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0475,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Absa Kenya,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0476,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Talabat,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0477,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/OPay,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0478,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt Food,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0479,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0480,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0481,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0482,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Emirates NBD,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0483,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0484,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0485,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Talabat,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0486,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0487,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0488,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Talabat,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0489,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/GTBank,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0490,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Equity Bank,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0491,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Careem,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0492,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Moniepoint,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0493,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/NCBA,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0494,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Talabat,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0495,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0496,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt Food,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0497,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/RAKBANK,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0498,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/OPay,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0499,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0500,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Emirates NBD,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0501,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/GTBank,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0502,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt Food,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0503,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Mashreq Neo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0504,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/GTBank,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0505,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/NCBA,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0506,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Emirates NBD,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0507,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/OPay,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0508,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0509,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0510,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0511,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/KCB,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0512,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Deliveroo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0513,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Kuda,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0514,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/KCB,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0515,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Deliveroo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0516,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0517,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Equity Bank,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0518,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0519,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Moniepoint,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0520,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/NCBA,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0521,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Careem,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0522,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/OPay,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0523,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0524,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Mashreq Neo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21
VS_0525,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0526,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt Food,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0527,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Careem,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0528,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0529,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0530,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/RAKBANK,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0531,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/InDrive,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0532,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Bolt Food,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0533,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Mashreq Neo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0534,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0535,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/KCB,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0536,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Emirates NBD,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0537,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Chowdeck,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0538,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0539,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Emirates NBD,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0540,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/GTBank,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0541,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0542,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Careem,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0543,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Kuda,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0544,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Absa Kenya,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0545,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Deliveroo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0546,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0547,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0548,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/RAKBANK,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17
VS_0549,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
VS_0550,volume,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19
