transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns,customer_start_sentiment,customer_end_sentiment,customer_sentiment_delta,agent_mean_sentiment,agent_min_sentiment,customer_mean_sentiment,predicted_intent,intent_confidence,predicted_resolution,resolution_confidence,resolution_signals,resolution_score,sentiment_score,consistency_score,efficiency_score,final_score,narrative
VS_0788,volume,KYC_VERIFICATION,kyc_document_issue,Kenya/Absa Kenya,unresolved,polite -> mildly_frustrated,neutral_throughout,kyc_incomplete,17,-0.1604,0.1872,0.3476,0.3274,-0.34,-0.0435,kyc_incomplete,0.7353,unresolved,0.882,RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed | UNRESOLVED:customer_will_upload | UNRESOLVED:customer_will_upload_today | UNRESOLVED:pending_upload_instruction | UNRESOLVED:pending_document_submission | RESOLVED:ref_number_acknowledged[CANCELLED],0.0,97.68,31.24,83.33,43.89,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0789,volume,KYC_VERIFICATION,kyc_document_issue,Gulf/UAE/RAKBANK,unresolved,polite -> mildly_frustrated,neutral_throughout,kyc_incomplete,15,-0.1928,0.1872,0.3801,0.2474,-0.34,-0.0016,kyc_incomplete,0.7391,unresolved,0.882,RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed | UNRESOLVED:customer_will_upload | UNRESOLVED:customer_will_upload_today | UNRESOLVED:pending_upload_instruction | UNRESOLVED:pending_document_submission | RESOLVED:ref_number_acknowledged[CANCELLED],0.0,100.0,15.42,100.0,43.08,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0790,volume,KYC_VERIFICATION,kyc_document_issue,Nigeria/OPay,unresolved,polite -> mildly_frustrated,neutral_throughout,kyc_incomplete,17,-0.1604,0.1872,0.3476,0.2609,-0.34,-0.0435,kyc_incomplete,0.6838,unresolved,0.882,RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed | UNRESOLVED:customer_will_upload | UNRESOLVED:customer_will_upload_today | UNRESOLVED:pending_upload_instruction | UNRESOLVED:pending_document_submission | RESOLVED:ref_number_acknowledged[CANCELLED],0.0,97.68,18.09,83.33,41.26,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
VS_0791,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.639,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0792,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Mogo,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.5286,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0793,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4992,0.0,0.2122,loan_reminder,0.5623,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,65.22,100.0,84.44,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0794,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/OKash,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6226,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0795,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/M-Shwari,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.5323,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0796,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/Dubai Islamic Bank,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5632,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0797,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Carbon,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6414,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0798,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/M-Shwari,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1903,loan_reminder,0.547,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0799,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1492,loan_reminder,0.6131,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0800,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Carbon,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6255,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0801,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/M-Shwari,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.5161,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0802,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/Dubai Islamic Bank,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5582,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0803,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/OKash,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6268,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0804,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Tala,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.5044,0.0,0.2592,loan_reminder,0.5099,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,66.24,100.0,84.64,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0805,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4992,0.0,0.2122,loan_reminder,0.5602,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,65.22,100.0,84.44,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0806,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6483,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0807,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Mogo,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.471,0.0,0.1903,loan_reminder,0.5631,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,59.64,83.33,81.66,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0808,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1492,loan_reminder,0.6103,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0809,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/OKash,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6251,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0810,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Tala,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.471,0.0,0.1903,loan_reminder,0.547,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,59.64,83.33,81.66,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0811,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5687,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0812,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/FairMoney,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6255,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0813,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Mogo,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.5367,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0814,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5605,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0815,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/OKash,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.639,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0816,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Mogo,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1903,loan_reminder,0.564,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0817,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5585,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0818,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Carbon,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6271,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0819,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Mogo,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1903,loan_reminder,0.5631,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0820,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1492,loan_reminder,0.6103,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0821,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6076,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0822,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1903,loan_reminder,0.547,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0823,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5631,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0824,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Carbon,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6255,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0825,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/M-Shwari,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1903,loan_reminder,0.5569,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0826,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/Dubai Islamic Bank,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5675,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0827,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Carbon,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6281,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0828,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.4904,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0829,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.5044,0.0,0.2122,loan_reminder,0.5647,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,66.24,100.0,84.64,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0830,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4992,0.0,0.2269,loan_reminder,0.6417,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,65.22,100.0,84.44,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0831,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/M-Shwari,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.5152,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0832,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5738,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0833,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/OKash,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6251,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0834,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/M-Shwari,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.5113,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0835,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.5494,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0836,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/OKash,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6472,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0837,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Tala,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.471,0.0,0.1903,loan_reminder,0.5569,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,59.64,83.33,81.66,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0838,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/Dubai Islamic Bank,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.544,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0839,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.162,loan_reminder,0.6268,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0840,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1903,loan_reminder,0.564,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0841,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/Dubai Islamic Bank,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2122,loan_reminder,0.564,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0842,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6375,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0843,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Tala,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4391,0.0,0.1903,loan_reminder,0.5631,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,53.33,83.33,80.39,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0844,volume,LOAN_RECOVERY,payment_reminder_compliant,Gulf/UAE/ADIB,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,17,0.3141,0.293,-0.0212,0.4757,0.0,0.1492,loan_reminder,0.6103,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,60.57,83.33,81.84,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0845,volume,LOAN_RECOVERY,payment_reminder_compliant,Nigeria/FairMoney,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2269,loan_reminder,0.6213,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0846,volume,LOAN_RECOVERY,payment_reminder_compliant,Kenya/Branch,resolved,slightly_defensive -> cooperative,firm_non_aggressive,loan_reminder,15,0.3141,0.293,-0.0212,0.4632,0.0,0.2592,loan_reminder,0.4897,resolved,1.0,RESOLVED:warm_mutual_close,100.0,71.32,58.1,100.0,83.01,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
